Album,Rating,Genres,TrackName,Artist,Released,Price,Time,Label
Ultimate Waylon Jennings,4.4065,"Country,Music,Traditional Country,Honky Tonk,Contemporary Bluegrass,Outlaw Country",Good Hearted Woman,Waylon Jennings & Willie Nelson,"Jan 24, 2004",$1.29,2:58,℗ This compilation (P) 2004 BMG Music
The Essential Highwaymen,4.38462,"Country,Music,Traditional Country,Honky Tonk,Outlaw Country",Highwayman,Willie Nelson & Johnny Cash,"Oct 26, 2010",$1.29,3:04,℗ This Compilation (P) 2010 Sony Music Entertainment
Pancho & Lefty,5.0,"Country,Music,Honky Tonk,Traditional Country,Urban Cowboy,Traditional Bluegrass,Outlaw Country,Rock",Pancho and Lefty,Merle Haggard & Willie Nelson,1983,$1.29,4:47,℗ 1982 Sony Music Entertainment
16 Biggest Hits: Willie Nelson,4.26923,"Country,Music,Traditional Country,Outlaw Country,Honky Tonk,Rock",Blue Eyes Crying In the Rain,Willie Nelson,"Jun 01, 1998",$0.99,2:19,"℗ 1975, 1976, 1978, 1979, 1980, 1982, 1984, 1985, 1986, 1989, 1998 Sony Music Entertainment"
16 Biggest Hits: Willie Nelson,4.26923,"Country,Music,Traditional Country,Outlaw Country,Honky Tonk,Rock",Always On My Mind,Willie Nelson,"Jun 01, 1998",$0.99,3:33,"℗ 1975, 1976, 1978, 1979, 1980, 1982, 1984, 1985, 1986, 1989, 1998 Sony Music Entertainment"
16 Biggest Hits: Willie Nelson,4.26923,"Country,Music,Traditional Country,Outlaw Country,Honky Tonk,Rock",On the Road Again,Willie Nelson,"Jun 01, 1998",$0.99,2:32,"℗ 1975, 1976, 1978, 1979, 1980, 1982, 1984, 1985, 1986, 1989, 1998 Sony Music Entertainment"
Ultimate Waylon Jennings,4.4065,"Country,Music,Traditional Country,Honky Tonk,Contemporary Bluegrass,Outlaw Country",Mamas Don't Let Your Babies Grow Up to Be Cowboys (Remastered),Waylon Jennings & Willie Nelson,"Jan 24, 2004",$1.29,2:33,℗ This compilation (P) 2004 BMG Music
Wild Horses (feat. Jay Sean) - Single,5.0,"Pop,Music",Wild Horses (feat. Jay Sean),Antonia & Jay Sean,"May 07, 2014",$0.99,3:27,℗ 2014 Roton
Point of No Return (Deluxe Edition),4.11453,"R&B/Soul,Music,Rock,Contemporary R&B",On Demand,"Keyshia Cole, Wale & August Alsina","Oct 07, 2014",$1.29,4:01,℗ 2014 Interscope Records
Deep in the Hood 4,,"Hardcore Rap,Music,Hip-Hop/Rap",Racks on Racks (Super Remix),"Yo Gotti, Wiz Khalifa, Wale & Young Jeezy","May 12, 2015",$1.29,9:25,℗ 2015 DITHV4
Attention Deficit (Bonus Track Version),4.61699,"Hip-Hop/Rap,Music,Underground Rap,Rap,Hardcore Rap",Chillin (feat. Lady GaGa) [Bonus Track],Wale,"Nov 10, 2009",$1.29,3:24,℗ 2009 Allido/Interscope Records
Furious 7 (Original Motion Picture Soundtrack),4.77092,"Soundtrack,Music",Ride Out,"Kid Ink, Tyga, YG, Wale & Rich Homie Quan","Mar 17, 2015",$1.29,3:31,℗ This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.
"Self Made, Vol. 2 (Deluxe Version)",4.08896,"Hip-Hop/Rap,Music",M.I.A.,Omarion & Wale,"Jun 22, 2012",$1.29,3:57,℗ 2012 Maybach Music Group LLC/Warner Bros. Records Inc.
The Girls On Drugs (Remixes) - Single,4.14286,"Dance,Music,Electronic",The Girls On Drugs (Bad Royale Remix),Wale,"Sep 04, 2015",$1.29,3:46,"℗ 2015 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the world outside of the United States."
How Many Chainz?,,"Hip-Hop/Rap,Music",Get Me Doe (feat. 2 Chainz),Wale,"Aug 26, 2013",$0.99,3:57,℗ 2013 UrbanLegend
Simply da Best,,"Hip-Hop/Rap,Music","Clappers (feat. Fat Trel, Rick Ross & Young Thug)",Wale,"May 05, 2014",$0.99,3:04,℗ 2014 Badyoos
Maybach Dream Team,,"Hip-Hop/Rap,Music","Clappers (feat. Fat Trel, Rick Ross & Young Thug)",Wale,"Mar 03, 2014",$0.99,3:04,℗ 2014 Badyoos
Maybach Cartel,,"Hip-Hop/Rap,Music","Clappers (feat. Fat Trel, Rick Ross & Young Thug)",Wale,"Apr 07, 2014",$0.99,3:04,℗ 2014 Badyoos
Ricky Rozay,,"Hip-Hop/Rap,Music",Ambition (feat. Meek Mill & Rick Ross),Wale,"Jun 10, 2013",$0.99,5:02,℗ 2013 Hip Hop Legend
The Trapfather,,"Hip-Hop/Rap,Music",Pretty Girls (feat. Gucci Mane & Weensey),Wale,"Aug 12, 2013",$0.99,4:11,℗ 2013 Real Music Ent.
Real Hustle,,"Hip-Hop/Rap,Music",Ambition (feat. Meek Mill & Rick Ross),Wale,"Dec 12, 2011",$0.99,5:00,℗ 2011 Parallelz
Untouchable,,"Hip-Hop/Rap,Music",Ambition (feat. Meek Mill & Rick Ross),Wale,"Jun 24, 2013",$0.99,5:02,℗ 2013 Untouchable
"Meek Mill Classic, Vol. 1",,"Hip-Hop/Rap,Music,Rap",Same Damn Time,"Rick Ross, Gunplay, Meek Mill & Wale","Aug 01, 2012",$0.99,4:31,℗ 2012 GT Hustle
"Meek Mill Classic, Vol. 1",,"Hip-Hop/Rap,Music,Rap",Bag of Money (feat. Meek Mill & Rick Ross),Wale,"Aug 01, 2012",$0.99,4:12,℗ 2012 GT Hustle
"We Turnt up, Vol. 7",,"Hardcore Rap,Music,Hip-Hop/Rap",Let Me at Em,"Wale, French Montana & Problem","Sep 22, 2015",$1.29,2:32,℗ 2015 WTU7
Spoiled - Single,,"Hip-Hop/Rap,Music,Rap",Spoiled,Wale,"Nov 13, 2015",$1.29,5:23,"℗ 2015 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the world outside of the United States."
Spoiled - Single,4.64286,"Hip-Hop/Rap,Music,Rap",Spoiled,Wale,"Nov 13, 2015",$1.29,5:23,"℗ 2015 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the world outside of the United States."
"Pop Remixed, Vol. 2",3.13793,"Dance,Music",The Girls on Drugs (TJR Remix),Wale,"Jan 08, 2016",$1.29,4:41,℗ 2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
One Reason (Flex) [feat. Eric Bellinger] - Single,,"Hip-Hop/Rap,Music",One Reason (Flex) [feat. Eric Bellinger],Wale,"Sep 09, 2016",$1.29,3:10,"℗ 2015 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the world outside of the United States."
The Birth of a Nation: The Inspired By Album,,"Soundtrack,Music",Live Forever,Wale & Anthony Hamilton,"Sep 30, 2016",$1.29,3:25,"℗ This compilation 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. Motion Picture Artwork, Photos and Fox Trademarks and Logos, TM and © 2016 Twentieth Century Fox Film Corporation"
Attention Deficit (Bonus Track Version),4.61699,"Hip-Hop/Rap,Music,Underground Rap,Rap,Hardcore Rap",90210,Wale,"Nov 10, 2009",$1.29,3:21,℗ 2009 Allido/Interscope Records
Attention Deficit (Bonus Track Version),4.61699,"Hip-Hop/Rap,Music,Underground Rap,Rap,Hardcore Rap",Contemplate,Wale,"Nov 10, 2009",$1.29,3:33,℗ 2009 Allido/Interscope Records
Ambition,4.55022,"Hip-Hop/Rap,Music,Rap,Hardcore Rap",Ambition (feat. Meek Mill & Rick Ross),Wale,"Nov 01, 2011",$1.29,5:02,℗ 2011 MMG/Warner Bros. Records Inc.
Ambition,4.55022,"Hip-Hop/Rap,Music,Rap,Hardcore Rap",That Way (feat. Jeremih & Rick Ross),Wale,"Nov 01, 2011",$1.29,4:29,℗ 2011 MMG/Warner Bros. Records Inc.
Ambition,4.56818,"Hip-Hop/Rap,Music,Rap,Hardcore Rap,Underground Rap",Ambition (feat. Meek Mill & Rick Ross),Wale,"Oct 28, 2011",$1.29,5:02,℗ 2011 MMG/Warner Bros. Records Inc.
"Bag of Money (feat. Rick Ross, Meek Mill & T-Pain) - Single",4.06003,"Hip-Hop/Rap,Music,Rap","Bag of Money (feat. Rick Ross, Meek Mill & T-Pain)",Wale,"Mar 23, 2012",$1.29,4:07,℗ 2012 MMG/Warner Bros. Records Inc.
"Self Made, Vol. 2 (Deluxe Version)",4.08896,"Hip-Hop/Rap,Music",Power Circle (feat. Rick Ross & Kendrick Lamar),"Gunplay, Meek Mill, Stalley & Wale","Jun 22, 2012",$1.29,8:36,℗ 2012 Maybach Music Group LLC/Warner Bros. Records Inc.
Bad (Remix) [feat. Rihanna] - Single,4.06667,"Hip-Hop/Rap,Music",Bad (Remix) [feat. Rihanna],Wale,"Jun 03, 2013",$1.29,3:58,"℗ 2013 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the world outside of the United States."
"Self Made, Vol. 2 (Deluxe Version)",4.08896,"Hip-Hop/Rap,Music",Bag of Money (feat. Rick Ross & T-Pain),Wale & Meek Mill,"Jun 22, 2012",$1.29,4:06,℗ 2012 Maybach Music Group LLC/Warner Bros. Records Inc.
The Gifted,4.36917,"Hip-Hop/Rap,Music,Underground Rap,Rap,Hardcore Rap",Bad (Remix) [feat. Rihanna],Wale,"Jun 25, 2013",$1.29,3:58,"℗ 2013 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the rest of the world"
The Album About Nothing,4.4054,"Hip-Hop/Rap,Music,Rap,Underground Rap,Hardcore Rap",The Matrimony (feat. Usher),Wale,"Mar 31, 2015",$1.29,6:36,"℗ 2015 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the world outside of the United States."
Ambition (Deluxe Version),4.57918,"Hip-Hop/Rap,Music,Rap,Hardcore Rap,Underground Rap",Ambition (feat. Meek Mill & Rick Ross),Wale,"Oct 28, 2011",$1.29,5:02,℗ 2011 MMG/Warner Bros. Records Inc.
The Gifted,4.36917,"Hip-Hop/Rap,Music,Underground Rap,Rap,Hardcore Rap",Clappers (feat. Nicki Minaj & Juicy J),Wale,"Jun 25, 2013",$1.29,5:17,"℗ 2013 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the rest of the world"
The Album About Nothing,4.6557,"Hip-Hop/Rap,Music,Underground Rap,Hardcore Rap,Rap",The Girls On Drugs,Wale,"Mar 31, 2015",$1.29,4:09,"℗ 2015 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the world outside of the United States."
The Birth of a Nation: The Inspired By Album,4.68571,"Soundtrack,Music",Live Forever,Wale & Anthony Hamilton,"Sep 30, 2016",$1.29,3:25,"℗ This compilation 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. Motion Picture Artwork, Photos and Fox Trademarks and Logos, TM and © 2016 Twentieth Century Fox Film Corporation"
The Gifted,4.36917,"Hip-Hop/Rap,Music,Underground Rap,Rap,Hardcore Rap",LoveHate Thing (feat. Sam Dew),Wale,"Jun 25, 2013",$1.29,4:27,"℗ 2013 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the rest of the world"
Ambition (Deluxe Version),4.57918,"Hip-Hop/Rap,Music,Rap,Hardcore Rap,Underground Rap",That Way (feat. Jeremih & Rick Ross),Wale,"Oct 28, 2011",$1.29,4:29,℗ 2011 MMG/Warner Bros. Records Inc.
The Album About Nothing,4.6557,"Hip-Hop/Rap,Music,Underground Rap,Hardcore Rap,Rap",The Need To Know (feat. SZA),Wale,"Mar 31, 2015",$1.29,3:36,"℗ 2015 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the world outside of the United States."
The Gifted,4.36917,"Hip-Hop/Rap,Music,Underground Rap,Rap,Hardcore Rap",Bad (feat. Tiara Thomas),Wale,"Jun 25, 2013",$1.29,4:15,"℗ 2013 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the rest of the world"
Bad (feat. Tiara Thomas) - Single,4.51632,"Hip-Hop/Rap,Music",Bad (feat. Tiara Thomas),Wale,"Feb 05, 2013",$1.29,4:18,"℗ 2013 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the world outside of the United States."
Bad (Remix) [feat. Rihanna] - Single,4.40248,"Hip-Hop/Rap,Music",Bad (Remix) [feat. Rihanna],Wale,"Jun 03, 2013",$1.29,3:58,"℗ 2013 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the world outside of the United States."
The Album About Nothing,4.6557,"Hip-Hop/Rap,Music,Underground Rap,Hardcore Rap,Rap",The Body (feat. Jeremih),Wale,"Mar 31, 2015",$1.29,3:52,"℗ 2015 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the world outside of the United States."
Furious 7 (Original Motion Picture Soundtrack),4.64795,"Soundtrack,Music",Ride Out,"Kid Ink, Tyga, YG, Wale & Rich Homie Quan","Mar 17, 2015",$1.29,3:31,℗ This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.
One Reason (Flex) [feat. Eric Bellinger] - Single,3.8,"Hip-Hop/Rap,Music",One Reason (Flex) [feat. Eric Bellinger],Wale,"Sep 09, 2016",$1.29,3:10,℗ 2016 Maybach Music Group LLC/Atlantic Recording Corporation for the United States and Maybach Music Group LLC/WEA International Inc. for the world outside of the United States.
The Album About Nothing,4.6557,"Hip-Hop/Rap,Music,Underground Rap,Hardcore Rap,Rap",The Matrimony (feat. Usher),Wale,"Mar 31, 2015",$1.29,6:35,"℗ 2015 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the world outside of the United States."
Ambition (Deluxe Version),4.57918,"Hip-Hop/Rap,Music,Rap,Hardcore Rap,Underground Rap",Lotus Flower Bomb (feat. Miguel),Wale,"Oct 28, 2011",$1.29,3:33,℗ 2011 MMG/Warner Bros. Records Inc.
MY PYT - Single,3.83333,"Hip-Hop/Rap,Music",MY PYT,Wale,"May 20, 2016",$1.29,3:55,"℗ 2016 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the rest of the world"
MY PYT - Single,3.43846,"Hip-Hop/Rap,Music",MY PYT,Wale,"May 20, 2016",$1.29,3:55,"℗ 2016 Maybach Music Group, LLC/Atlantic for the United States and Maybach Music Group, LLC/WEA International Inc. for the rest of the world"
Wild Horses (Remixes) [feat. Jay Sean] - EP,,"Dance,Music,Electronic",Wild Horses (feat. Jay Sean) [Adi Perez remix],"Antonia, Jay Sean & Adi Perez","May 13, 2014",$0.99,4:36,℗ 2014 Roton
Wild Horses (Remixes) [feat. Jay Sean] - EP,,"Dance,Music,Electronic",Wild Horses (feat. Jay Sean) [Adi Perez remix edit],"Antonia, Jay Sean & Adi Perez","May 13, 2014",$0.99,3:42,℗ 2014 Roton
Wild Horses (Remixes) [feat. Jay Sean] - EP,,"Dance,Music,Electronic",Wild Horses (feat. Jay Sean) [Sonic-e & Woolhouse remix],"Antonia, Jay Sean & Sonic-e & Woolhouse","May 13, 2014",$0.99,4:50,℗ 2014 Roton
Wild Horses (Remixes) [feat. Jay Sean] - EP,,"Dance,Music,Electronic",Wild Horses (feat. Jay Sean) [Sonic-e & Woolhouse remix edit],"Antonia, Jay Sean & Sonic-e & Woolhouse","May 13, 2014",$0.99,3:59,℗ 2014 Roton
Wild Horses (Remixes) [feat. Jay Sean] - EP,,"Dance,Music,Electronic",Wild Horses (feat. Jay Sean) [Radio edit],Antonia & Jay Sean,"May 13, 2014",$0.99,3:27,℗ 2014 Roton
The Mistress II - EP,4.58251,"R&B/Soul,Music,Pop",All I Want,Jay Sean,"Dec 26, 2014",$1.29,3:33,℗ 2014 Kamouflage Entertainment
The Mistress II - EP,4.58251,"R&B/Soul,Music,Pop",Jameson,Jay Sean,"Dec 26, 2014",$1.29,4:08,℗ 2014 Kamouflage Entertainment
The Mistress II - EP,4.58251,"R&B/Soul,Music,Pop",Tears in the Ocean,Jay Sean,"Dec 26, 2014",$1.29,3:21,℗ 2014 Kamouflage Entertainment
The Mistress II - EP,4.58251,"R&B/Soul,Music,Pop",All I Want (Candle Light Mix),Jay Sean,"Dec 26, 2014",$1.29,3:26,℗ 2014 Kamouflage Entertainment
The Mistress II - EP,4.58251,"R&B/Soul,Music,Pop",Jameson (Acoustic),Jay Sean,"Dec 26, 2014",$1.29,4:01,℗ 2014 Kamouflage Entertainment
The Mistress II - EP,4.58251,"R&B/Soul,Music,Pop",Tears in the Ocean (Candle Light Mix),Jay Sean,"Dec 26, 2014",$1.29,3:22,℗ 2014 Kamouflage Entertainment
Takin' Over,,"Hip-Hop/Rap,Music",Down (feat. Lil Wayne),Jay Sean,"Mar 07, 2011",$0.99,3:31,℗ 2011 Ultimate
Make My Love Go (Remix) [feat. Sean Paul & Kent Jones] - Single,,"Pop,Music",Make My Love Go (Remix) [feat. Sean Paul & Kent Jones],Jay Sean,"Sep 09, 2016",$1.29,3:40,"℗ 2016 Kamouflage Entertainment LLC, under exclusive license to Sony Music Entertainment"
"Make My Love Go (feat. Sean Paul) [The Remixes], Pt. 2 - Single",,"R&B/Soul,Music",Make My Love Go (feat. Sean Paul) [Cory Enemy X Syre Remix],Jay Sean,"Sep 30, 2016",$1.29,3:27,"℗ 2015 Kamouflage Entertainment LLC, under exclusive license to Sony Music Entertainment"
"Make My Love Go (feat. Sean Paul) [The Remixes], Pt. 2 - Single",,"R&B/Soul,Music",Make My Love Go (feat. Sean Paul) [Desi Remix],Jay Sean,"Sep 30, 2016",$1.29,3:11,"℗ 2015 Kamouflage Entertainment LLC, under exclusive license to Sony Music Entertainment"
"Make My Love Go (feat. Sean Paul) [The Remixes], Pt. 2 - Single",,"R&B/Soul,Music",Make My Love Go (feat. Sean Paul) [Danimal & Juno Remix],Jay Sean,"Sep 30, 2016",$1.29,3:44,"℗ 2015 Kamouflage Entertainment LLC, under exclusive license to Sony Music Entertainment"
All or Nothing (Bonus Track Version),4.55447,"Pop,Music,R&B/Soul,Contemporary R&B,Rock,Electronic,Dance",Ride It,Jay Sean,"Nov 23, 2009",$0.99,3:00,℗ 2009 Cash Money Records Inc.
To the Sky,4.43434,"Pop,Music,Hip-Hop/Rap,Rap,R&B/Soul,Rock,Hard Rock",I Made It (Cash Money Heroes),"Kevin Rudolf, Birdman, Jay Sean & Lil Wayne","Jun 15, 2010",$1.29,4:09,℗ 2010 Cash Money Records Inc.
Make My Love Go (feat. Sean Paul & Maluma) - Single,,"Pop,Music",Make My Love Go (feat. Sean Paul & Maluma),Jay Sean,"Jun 24, 2016",$1.29,3:41,℗ 2016 Kamouflage Entertainment
I'm All Yours (feat. Pitbull) - Single,4.41324,"Pop,Music,Rock,R&B/Soul,Contemporary R&B",I'm All Yours (feat. Pitbull),Jay Sean,"May 28, 2012",$1.29,3:38,℗ 2012 Cash Money Records Inc.
2012 (It Ain't the End) [feat. Nicki Minaj] - Single,4.37923,"Pop,Music,R&B/Soul,Contemporary R&B,Rock",2012 (It Ain't the End) [feat. Nicki Minaj],Jay Sean,"Aug 02, 2010",$1.29,3:42,"℗ 2010 Cash Money Records Inc. Manufactured and Marketed by Universal Records, a Division of UMG Recordings, Inc., 1755 Broadway, New York, NY 10019. Distributed by Universal Music Distribution. All rights reserved. FBI Anti-Piracy Warning: Unauthorized copying is punishable under fede"
All or Nothing (Bonus Track Version),4.55447,"Pop,Music,R&B/Soul,Contemporary R&B,Rock,Electronic,Dance",Do You Remember (feat. Sean Paul & Lil Jon),Jay Sean,"Nov 23, 2009",$1.29,3:30,℗ 2009 Cash Money Records Inc.
Make My Love Go (feat. Sean Paul) - Single,5.0,"Pop,Music",Make My Love Go (feat. Sean Paul),Jay Sean,"Jun 03, 2016",$1.29,3:33,℗ 2016 Kamouflage Entertainment
All or Nothing (Bonus Track Version),4.55447,"Pop,Music,R&B/Soul,Contemporary R&B,Rock,Electronic,Dance",Down (feat. Lil Wayne),Jay Sean,"Nov 23, 2009",$0.99,3:32,℗ 2009 Cash Money Records Inc.
Ready to Rumble (Music from and Inspired By the Motion Picture),,"Rock,Music",Bloodstains,The Offspring,2000,,1:52,"℗ 2000 143 Records/Atlantic Recording Corporation. Marketed by Rhino Entertainment Company, a Warner Music Group Company."
Films About Ghosts: The Best of Counting Crows,4.57806,"Rock,Music,Dance,Pop,Adult Contemporary,Adult Alternative,Country,Alternative Country,American Trad Rock,Teen Pop",Omaha,Counting Crows,"Jan 01, 2003",$1.29,3:39,℗ 2003 Geffen Records
This Desert Life,4.73913,"Rock,Music,American Trad Rock,Adult Alternative,Alternative,Pop",Colorblind,Counting Crows,"Nov 02, 1999",$1.29,3:23,℗ 1999 Geffen Records Inc.
Echoes of the Outlaw Roadshow,4.35185,"Alternative,Music,Rock,Adult Alternative,Country,Alternative Country,American Trad Rock",Round Here,Counting Crows,"Nov 11, 2013",,10:11,℗ 2013 Underwater Sunshine
Underwater Sunshine (Or What We Did On Our Summer Vacation),4.09976,"Rock,Music,American Trad Rock,Country,Alternative Country,Adult Alternative",Girl from the North Country,Counting Crows,"Apr 10, 2012",,5:52,℗ 2012 Collective Sounds
Underwater Sunshine (Or What We Did On Our Summer Vacation),4.09976,"Rock,Music,American Trad Rock,Country,Alternative Country,Adult Alternative",Borderline,Counting Crows,"Apr 10, 2012",,4:18,℗ 2012 Collective Sounds
August and Everything After - Live At Town Hall,4.62366,"Rock,Music,American Trad Rock,Country,Alternative Country,Alternative,Adult Alternative",Murder of One (Live),Counting Crows,"Aug 29, 2011",,11:07,"℗ 2011 Counting Crows, LLC, exclusively licensed to Eagle Rock Entertainment, Ltd."
August and Everything After - Live At Town Hall,4.62366,"Rock,Music,American Trad Rock,Country,Alternative Country,Alternative,Adult Alternative",Round Here (Live),Counting Crows,"Aug 29, 2011",,11:42,"℗ 2011 Counting Crows, LLC, exclusively licensed to Eagle Rock Entertainment, Ltd."
August & Everything After (Deluxe Edition),4.67143,"Rock,Music,Alternative,Indie Rock,Country,Alternative Country,Pop,Adult Alternative,American Trad Rock","A Murder of One (1994/Live At Elysée Montmartre, Paris)",Counting Crows,"Sep 14, 1993",,14:45,℗ 2007 Geffen Records
August & Everything After (Deluxe Edition),4.67143,"Rock,Music,Alternative,Indie Rock,Country,Alternative Country,Pop,Adult Alternative,American Trad Rock","Round Here (1994/Live At Elysée Montmartre, Paris)",Counting Crows,"Sep 14, 1993",,11:45,℗ 2007 Geffen Records
Hard Candy,4.5618,"Rock,Music,American Trad Rock,Alternative,Country,Alternative Country,Adult Alternative",Hard Candy,Counting Crows,"Jul 09, 2002",$1.29,4:20,℗ 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
Hard Candy,4.5618,"Rock,Music,American Trad Rock,Alternative,Country,Alternative Country,Adult Alternative",American Girls,Counting Crows,"Jul 09, 2002",$1.29,4:32,℗ 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
Hard Candy,4.5618,"Rock,Music,American Trad Rock,Alternative,Country,Alternative Country,Adult Alternative",Good Time,Counting Crows,"Jul 09, 2002",$1.29,4:24,℗ 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
Hard Candy,4.5618,"Rock,Music,American Trad Rock,Alternative,Country,Alternative Country,Adult Alternative",If I Could Give All My Love (Richard Manuel Is Dead),Counting Crows,"Jul 09, 2002",$1.29,3:52,℗ 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
Hard Candy,4.5618,"Rock,Music,American Trad Rock,Alternative,Country,Alternative Country,Adult Alternative",Goodnight L.A.,Counting Crows,"Jul 09, 2002",$1.29,4:16,℗ 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
Hard Candy,4.5618,"Rock,Music,American Trad Rock,Alternative,Country,Alternative Country,Adult Alternative",Butterfly In Reverse,Counting Crows,"Jul 09, 2002",$1.29,2:48,℗ 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
Hard Candy,4.5618,"Rock,Music,American Trad Rock,Alternative,Country,Alternative Country,Adult Alternative",Miami,Counting Crows,"Jul 09, 2002",$1.29,5:01,℗ 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
Hard Candy,4.5618,"Rock,Music,American Trad Rock,Alternative,Country,Alternative Country,Adult Alternative",New Frontier,Counting Crows,"Jul 09, 2002",$1.29,3:50,℗ 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
Hard Candy,4.5618,"Rock,Music,American Trad Rock,Alternative,Country,Alternative Country,Adult Alternative",Carriage,Counting Crows,"Jul 09, 2002",$1.29,4:02,℗ 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
Hard Candy,4.5618,"Rock,Music,American Trad Rock,Alternative,Country,Alternative Country,Adult Alternative",Black and Blue,Counting Crows,"Jul 09, 2002",$1.29,3:52,℗ 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
Hard Candy,4.5618,"Rock,Music,American Trad Rock,Alternative,Country,Alternative Country,Adult Alternative",Why Should You Come When I Call?,Counting Crows,"Jul 09, 2002",$1.29,4:37,℗ 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
Hard Candy,4.5618,"Rock,Music,American Trad Rock,Alternative,Country,Alternative Country,Adult Alternative",Up All Night (Frankie Miller Goes to Hollywood),Counting Crows,"Jul 09, 2002",$1.29,5:07,℗ 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
This Desert Life,4.73913,"Rock,Music,American Trad Rock,Adult Alternative,Alternative,Pop",Mrs. Potter's Lullaby,Counting Crows,"Nov 02, 1999",$1.29,7:46,℗ 1999 Geffen Records Inc.
This Desert Life,4.73913,"Rock,Music,American Trad Rock,Adult Alternative,Alternative,Pop",Amy Hit the Atmosphere,Counting Crows,"Nov 02, 1999",$1.29,4:36,℗ 1999 Geffen Records Inc.
This Desert Life,4.73913,"Rock,Music,American Trad Rock,Adult Alternative,Alternative,Pop",Four Days,Counting Crows,"Nov 02, 1999",$1.29,3:28,℗ 1999 Geffen Records Inc.
This Desert Life,4.73913,"Rock,Music,American Trad Rock,Adult Alternative,Alternative,Pop",All My Friends,Counting Crows,"Nov 02, 1999",$1.29,4:49,℗ 1999 Geffen Records Inc.
This Desert Life,4.73913,"Rock,Music,American Trad Rock,Adult Alternative,Alternative,Pop",High Life,Counting Crows,"Nov 02, 1999",$1.29,6:20,℗ 1999 Geffen Records Inc.
This Desert Life,4.73913,"Rock,Music,American Trad Rock,Adult Alternative,Alternative,Pop",I Wish I Was a Girl,Counting Crows,"Nov 02, 1999",$1.29,5:53,℗ 1999 Geffen Records Inc.
This Desert Life,4.73913,"Rock,Music,American Trad Rock,Adult Alternative,Alternative,Pop",Speedway,Counting Crows,"Nov 02, 1999",$1.29,3:44,℗ 1999 Geffen Records Inc.
This Desert Life,4.73913,"Rock,Music,American Trad Rock,Adult Alternative,Alternative,Pop","St. Robinson In His Cadillac Dream (Incl. Hidden Track ""Kid Things"")",Counting Crows,"Nov 02, 1999",,15:29,℗ 1999 Geffen Records Inc.
August and Everything After,4.68232,"Rock,Music,Adult Alternative,American Trad Rock,Pop",Time and Time Again,Counting Crows,"Jan 01, 1993",$1.29,5:14,℗ 1993 DGC Records
August and Everything After,4.68232,"Rock,Music,Adult Alternative,American Trad Rock,Pop",Ghost Train,Counting Crows,"Jan 01, 1993",$1.29,4:03,℗ 1993 DGC Records
